data_product,data_table,data_column,data_type,entry
ISRaD,fraction,frc_py_notes,description,"Notes on sodium pyrophosphate extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,fraction,frc_fe_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted."
ISRaD,fraction,frc_al_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted."
ISRaD,fraction,frc_si_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted."
ISRaD,fraction,frc_c_ox,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted."
ISRaD,fraction,frc_noncrystalline_ox,description,Total non-crystalline mineral content of soil extracted with ammonium oxalate per gram of soil extracted.
ISRaD,fraction,frc_ox_notes,description,"Notes on ammonium oxalate extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,fraction,frc_fe_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_al_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_si_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_c_hy,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_hy_notes,description,"Notes on hydroxylamine extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed)."
ISRaD,fraction,frc_fe_dith,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_al_dith,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_si_dith,description,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted."
ISRaD,fraction,frc_quartz,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_alkali_feldspar,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_plag_feldspar,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_mica_chlorite,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_amphibole,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_pyroxine,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_olivine,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_volc_glass,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_kaol_halloy,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_smect_vermic,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_gibbsite,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_fe_oxides,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_imog_alloph,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_ferrihydrite,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,fraction,frc_zeolite,description,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation"
ISRaD,metadata,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis."
ISRaD,metadata,doi,description,"Digital Object Identifier. Please look this number up at journal webpage even if it is not reported in PDF. Alphanumeric string only. Do not include ""http://doi.org"""
ISRaD,metadata,compilation_doi,description,"Digital Object Identifier. Please look this number up at journal webpage even if it is not reported in PDF. Alphanumeric string only. Do not include ""http://doi.org"""
ISRaD,metadata,curator_name,description,"Name of person completing template or, in the case of synthesis efforts, the author of the synthesis."
ISRaD,metadata,curator_organization,description,Professional affiliation
ISRaD,metadata,curator_email,description,Current Contact email
ISRaD,metadata,modification_date_y,description,Date template was last modified (year)
ISRaD,metadata,modification_date_m,description,Date template was last modified (month)
ISRaD,metadata,modification_date_d,description,Date template was last modified (day)
ISRaD,metadata,contact_name,description,Name of corresponding author from the dataset or synthesis
ISRaD,metadata,contact_email,description,Current email of corresponding author of dataset of synthesis
ISRaD,metadata,contact_orcid_id,description,ORCID number of corresponding author (if reported)
ISRaD,metadata,bibliographical_reference,description,Citation for study (if applicable)
ISRaD,metadata,metadata_note,description,"Any comments regarding missing data, available data not included in publication, or other pertinent aspects of the study or dataset."
ISRaD,metadata,associated_datasets,description,List any associated datasets that may report the same data contained in the primary entry
ISRaD,metadata,template_version,description,"DO NOT EDIT (year, month, day, hour of template version (UTC))"
ISRaD,site,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis. Values must match across levels."
ISRaD,site,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,site,site_lat,description,"Latitude of site reported as decimal degrees. The precision of the coordinates reported are up the user. For conversion of degree minute second values to decimal degrees, please see the following resource: https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees"
ISRaD,site,site_long,description,"Longitude of site reported as decimal degrees. The precision of the coordinates reported are up the user. For conversion of degree minute second values to decimal degrees, please see the following resource: https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees"
ISRaD,site,site_datum,description,Latitude/Longitude datum against which Latitude and Longitude are reported. Default = WGS84
ISRaD,site,site_elevation,description,"The elevation at the site as determined by topo map, GPS, altimeter, etc. Contributed value is assumed accurate within several meters regardless of method used."
ISRaD,site,site_note,description,"Various notes on and descriptions of the site other than C flux, climate, photo or vegetation. May include local names for physiographic features, which may or may not appear on USGS Topographic Quadrangles."
ISRaD,interstitial,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis."
ISRaD,interstitial,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,interstitial,pro_name,description,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”."
ISRaD,interstitial,ist_name,description,A unqiue interstitial observation identifier
ISRaD,interstitial,ist_obs_date_y,description,Year when measurement was observed or recorded
ISRaD,interstitial,ist_obs_date_m,description,Month when measurement was observed or recorded
ISRaD,interstitial,ist_obs_date_d,description,Day when measurement was observed or recorded
ISRaD,interstitial,ist_all_org_neg,description,Flag if mineral interface is unknown and depth is measured from atmosphere interface
ISRaD,interstitial,ist_depth,description,Depth of interstitial observation
ISRaD,interstitial,ist_notes,description,"Notes about interstitial measurement/collection method, etc."
ISRaD,interstitial,ist_phase,description,Matter phase of interstitial sample
ISRaD,interstitial,ist_analyte,description,Analyte for interstitial observation
ISRaD,interstitial,ist_method,description,Type of extraction method for interstitial sampling
ISRaD,interstitial,ist_storage_method,description,Type of container used to store/collect interstitial sample
ISRaD,interstitial,ist_time_dur,description,Duration of collection period in days (or decimal days)
ISRaD,interstitial,ist_temp,description,"Temperature of flux source, e.g. soil, stream, etc."
ISRaD,interstitial,ist_source_O2,description,For aquatic fluxes enter the percent oxygen content of flux source
ISRaD,interstitial,ist_source_H2O,description,For soil fluxes enter the water content of the soil (volumetric)
ISRaD,interstitial,ist_concentration,description,Concentration of interstitial analyte (mg C L-1)
ISRaD,interstitial,ist_concentration_units,description,Units for ist_concentration
ISRaD,interstitial,ist_13c,description,Delta 13C signature of observed flux (VPBD)
ISRaD,interstitial,ist_13c_sd,description,Standard deviation of 13C signature of observed flux (VPBD)
ISRaD,interstitial,ist_18o,description,d18O per mille
ISRaD,interstitial,ist_2h,description,deuterium per mille
ISRaD,interstitial,ist_rc_lab,description,Official Radiocarbon Laboratory ID (look up here)
ISRaD,interstitial,ist_rc_lab_number,description,ID number assigned by radiocarbon laboratory to reported measurement
ISRaD,interstitial,ist_rc_year,description,Year in which radiocarbon measurment was made
ISRaD,interstitial,ist_14c,description,Delta 14C measurement of flux in per mil units
ISRaD,interstitial,ist_14c_sigma,description,Flux Δ14C standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,interstitial,ist_14c_sd,description,Flux Δ14C sample standard deviation; use only if Δ14C of replicates reported as a mean value
ISRaD,interstitial,ist_fraction_modern,description,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected."
ISRaD,interstitial,ist_fraction_modern_sigma,description,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,interstitial,ist_fraction_modern_sd,description,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value
ISRaD,profile,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis."
ISRaD,profile,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,profile,plot_name,description,"Denote sub-site scale groupings for data, e.g. plots"
ISRaD,profile,pro_name,description,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”."
ISRaD,profile,pro_note,description,"Supplemental information describing location detail, alternative profile naming, additional references, or other information"
ISRaD,profile,pro_lat,description,"Latitude and Longitude of profile locations. These fields are for reporting fine-scale (<1 km) spatial locations. For larger differences in location, the Site designation should be used. Datum should match that specified for the Site."
ISRaD,profile,pro_long,description,"Latitude and Longitude of profile locations. These fields are for reporting fine-scale (<1 km) spatial locations. For larger differences in location, the Site designation should be used. Datum should match that specified for the Site."
ISRaD,profile,pro_elevation,description,Elevation for a specific profile. Only needs to be entered if different from site elevation.
ISRaD,profile,pro_treatment,description,Indication of whether samples were collected from a natural soil (control) or one subjected to an experimental treatment. Blank values are assumed to represent control conditions.
ISRaD,profile,pro_treatment_note,description,"If samples are from an exerimental treatment, provide a description of the treatment type (warming, isotopic label, rainout, etc)."
ISRaD,profile,pro_comp,description,"Are Profile data from composite sample? When no value is entered, it is assumed samples were not a composite"
ISRaD,profile,pro_reps,description,"The number of replicates averaged for the data reported, blank cells or a value of 1 indicate no replication"
ISRaD,profile,pro_MAT,description,Mean annual temperature measured at loction of the soil profile.
ISRaD,profile,pro_MAP,description,Mean annual precipitation measured at location of the soil profile.
ISRaD,profile,pro_peatland,description,Is peat present in this profile? Yes if peatland. Blank if not present.
ISRaD,profile,pro_usda_soil_order,description,The soil order in USDA soil taxonomy
ISRaD,profile,pro_soil_series,description,The soil series name of the profile in USDA soil taxonomy
ISRaD,profile,pro_soil_taxon,description,"Use this field in combination with ""pro_soil_taxon_sys"" to record non-USDA soil taxonomy or additional USDA soil taxonomic descriptors"
ISRaD,profile,pro_soil_taxon_sys,description,"The relevant soil taxonomic classification system for data entered in the ""pro_soil_taxon"" column"
ISRaD,profile,pro_chrono_name,description,Group name assigned to a particular chronosequence
ISRaD,profile,pro_soil_age,description,The age of the soil in thousands of years (Ky)
ISRaD,profile,pro_soil_age_note,description,"Additional notes regarding soil age determination, chronosequence grouping, etc."
ISRaD,profile,pro_MAST,description,Mean annual soil temperature as estimated for the entire profile. Depth specific values may be reported at the Layer level.
ISRaD,profile,pro_MASWC,description,Mean annual soil moisture content as estimated for the entire profile in units of % water holding capacity. Depth specific values may be reported at the Layer level.
ISRaD,profile,pro_land_cover,description,The general landcover classificiation
ISRaD,profile,pro_lc_phenology,description,Vegetation phenology for forest and shrubland types
ISRaD,profile,pro_lc_leaf_type,description,Leaf morphology for forests
ISRaD,profile,pro_lc_photosyn_path,description,Vegetation photosynthetic pathway (applicable mainly to grassland)
ISRaD,profile,pro_veg_note,description,"Provide additional detail of vegetation information including species composition, basal area, aboveground biomass, etc."
ISRaD,profile,pro_NPP,description,Net primary productivity associated with profile location
ISRaD,profile,pro_bedrock_depth,description,The observed depth to the top of the bedrock layer.
ISRaD,profile,pro_complete,description,Flag indicating confidence that profile was sampled completely (down to parent rock or C horizon with minimal C content)
ISRaD,profile,pro_depth_water,description,Measure or estimate the depth from the ground surface to the stabilized contact with free- standing water in an open bore-hole or well at the time of sampling.
ISRaD,profile,pro_thaw_depth,description,"The depth to the frozen surface of the profile. For Alaska sites, this applies only if sampled after August 15 and should be left blank if sampled before."
ISRaD,profile,pro_parent_material,description,Generalized geologic type describing the geologic or organic precursors of the soil
ISRaD,profile,pro_parent_chem,description,General parent material chemical composition
ISRaD,profile,pro_parent_material_notes,description,Additional details regarding the soil parent material
ISRaD,profile,pro_2d_position,description,2-dimensional position of the site on the Landform on which it is located. See USDA- NRCS-NSSC Field Book for Describing and Sampling Soils (Staff 2002; pp. 3-38 through 3-41). This information supplements Landscape and Landform to describe the geographic setting of the site.
ISRaD,profile,pro_aspect,description,The cardinal direction that the slope faces at a site. Use this field if only if you do not provide the azimuth of the Site Aspect in compass degrees.
ISRaD,profile,pro_aspect_deg,description,"The numerical observation of aspect at the site. The compass bearing (corrected for declination) that a slope faces, looking downslope. If the site has no slope leave blank."
ISRaD,profile,pro_slope,description,The angle of the ground surface through the site and in the direction that overland water would flow. Make observations facing downslope to avoid errors associated with some brands of clinometers. If the site has no slope leave blank.
ISRaD,profile,pro_slope_shape,description,General descriport of surface shape at soil profile sampling location.
ISRaD,profile,pro_drainage_class,description,The frequency and duration of wet periods in conditions similar to those under as defined by the USDA NRCS.
ISRaD,profile,pro_soc,description,The data contributor's calculated soil organic carbon stock value for the profile
ISRaD,profile,pro_soc_sigma,description,"The standard deviation of the site, cluster, profile, or layer-level calculated soil organic carbon stock. (For layer soil organic carbon stocks, this may be based on analytical or sampling replicates of %C or bulk density measurements)."
ISRaD,profile,pro_soc_depth,description,"The depth to which profiles were sampled to quantify the mean site, cluster, or profile calculated soil organic carbon stocks."
ISRaD,profile,pro_catchment_area,description,Catchment area drained in km^2
ISRaD,profile,pro_permafrost,description,Is permafrost present at this profile? Yes if present. Blank if not present.
ISRaD,profile,pro_thermokarst,description,Are thermokarst features present at this profile? Yes if present. Blank if not present.
ISRaD,profile,pro_deforested,description,Percent of landscape deforested (or of catchment area)
ISRaD,profile,pro_water_body,description,"Type of water body (Eg: lake, mainstem, tributary, etc)"
ISRaD,profile,pro_water_body_name,description,"River name, lake name, etc. for different profiles collected from same water body. Group identifier for aquatic profiles. (Use is similar to plot_name or pro_chrono_name)."
ISRaD,incubation,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis."
ISRaD,incubation,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,incubation,pro_name,description,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”."
ISRaD,incubation,lyr_name,description,"A unqiue layer identifier. Most commonly a concatination of the profile name and layer depth range is used. For example: ""profile1_0-10"""
ISRaD,incubation,frc_name,description,"Name of associated fraction, if applicable"
ISRaD,incubation,inc_name,description,Unique name for sample incubated (use to distinguish between replicates)
ISRaD,incubation,inc_type,description,Material incubated
ISRaD,incubation,inc_note,description,Notes pertaining to incubation
ISRaD,incubation,inc_obs_date_y,description,Year when measurement was observed or recorded
ISRaD,incubation,inc_obs_date_m,description,Month when measurement was observed or recorded
ISRaD,incubation,inc_obs_date_d,description,Day when measurement was observed or recorded
ISRaD,incubation,inc_duration,description,Duration of incubation in days
ISRaD,incubation,inc_duration_type,description,Categorical description of incubation duration
ISRaD,incubation,inc_anaerobic,description,"Is incubation anaerobic? Yes if anaerobic, blank defaults to aerobic"
ISRaD,incubation,inc_analyte,description,"Is data for CH4 or CO2? ""CH4"" if methane analyzed, leave blank for CO2"
ISRaD,incubation,inc_temp,description,Temperature at which incubation was conducted prior to observation
ISRaD,incubation,inc_moisture_type,description,Modification of moisture content of soil prior to the start of incubation period
ISRaD,incubation,inc_moisture,description,Numerical measurement of moisture content (gravimetric)
ISRaD,incubation,inc_moisture_units,description,Units of moisture
ISRaD,incubation,inc_C_respired,description,"Quantity of C respired during incubation period, expressed as a percentage of initial sample C"
ISRaD,incubation,inc_flux,description,Flux rate of C during incubation period (mg C/g soil/day)
ISRaD,incubation,inc_flux_units,description,Units of flux
ISRaD,incubation,inc_13c,description,Delta 13C signature of observed flux (VPBD)
ISRaD,incubation,inc_13c_sd,description,Standard deviation of 13C signature of observed flux (VPBD)
ISRaD,incubation,inc_rc_lab,description,Official Radiocarbon Laboratory ID (look up here)
ISRaD,incubation,inc_rc_lab_number,description,ID number assigned by radiocarbon laboratory to reported measurement
ISRaD,incubation,inc_rc_year,description,Year in which radiocarbon measurment was made
ISRaD,incubation,inc_14c,description,Delta 14C measurement of flux in per mil units
ISRaD,incubation,inc_14c_sigma,description,Flux Δ14C standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,incubation,inc_14c_sd,description,Flux Δ14C sample standard deviation; use only if Δ14C of replicates reported as a mean value
ISRaD,incubation,inc_fraction_modern,description,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected."
ISRaD,incubation,inc_fraction_modern_sigma,description,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,incubation,inc_fraction_modern_sd,description,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value
ISRaD,flux,entry_name,description,"Standardized dataset name: ""first author_ publication year."" Synthesis studies  should report multiple entries for each dataset in the synthesis."
ISRaD,flux,site_name,description,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels."
ISRaD,flux,plot_name,description,Name of plot associated with flux data
ISRaD,flux,pro_name,description,Name of profile associated with flux data
ISRaD,flux,flx_name,description,Name of profile associated with flux data
ISRaD,flux,flx_lat,description,"Latitude and Longitude of flux locations. These fields are for reporting fine-scale (<1 km) spatial locations. For larger differences in location, the Site designation should be used. Datum should match that specified for the Site."
ISRaD,flux,flx_long,description,NA
ISRaD,flux,flx_obs_date_y,description,Year when flux measurement was observed or recorded
ISRaD,flux,flx_obs_date_m,description,Month when flux measurement was observed or recorded
ISRaD,flux,flx_obs_date_d,description,Day when flux measurement was observed or recorded
ISRaD,flux,flx_notes,description,"Notes about flux measurement/collection method, etc."
ISRaD,flux,flx_pathway,description,Pathway by which flux exited the soil system
ISRaD,flux,flx_pathway_note,description,Notes about flux pathway
ISRaD,flux,flx_analyte,description,Flux analyte
ISRaD,flux,flx_ecosystem_component,description,"Ecological description of flux source, e.g. plant (autotrophic), soil surface chamber (ecosystem), etc."
ISRaD,flux,flx_method,description,Methodology used to collect flux analyte
ISRaD,flux,flx_method_note,description,Additional notes about flux collection method if different from standard methodology
ISRaD,flux,flx_storage_method,description,Type of storage container or method used to collect flux analyte
ISRaD,flux,flx_duration,description,Duration of collection period prior to flux measurement or time since previous measurement
ISRaD,flux,flx_duration_units,description,Units for flux duration
ISRaD,flux,flx_keeling_plot,description,Was source isotopic signature estimated? (no need for atm. correction)
ISRaD,flux,flx_atm_correction,description,Was source isotopic signature corrected for atmospheric contamination (mixing model)?
ISRaD,flux,flx_source_temp,description,"Temperature of flux source, e.g. soil, stream, etc."
ISRaD,flux,flx_source_O2,description,For aquatic fluxes enter the percent oxygen content of flux source
ISRaD,flux,flx_source_H2O,description,For soil fluxes enter the water content of the soil (volumetric)
ISRaD,flux,flx_rate,description,Rate of observed flux (g C m-2 d-1)
ISRaD,flux,flx_rate_sd,description,Standard deviation of observed flux rate
ISRaD,flux,flx_rate_units,description,Units of flux
ISRaD,flux,flx_analyte_conc,description,Concentration in mgC/L (aquatic)
ISRaD,flux,flx_discharge_rate,description,Instantaneous discharge (m3/s)
ISRaD,flux,flx_aquatic_ph,description,pH of water for aquatic fluxes
ISRaD,flux,flx_aquatic_cond,description,Conductivity in microS/cm
ISRaD,flux,flx_13c,description,Delta 13C signature of observed flux (VPBD)
ISRaD,flux,flx_13c_sd,description,Standard deviation of 13C signature of observed flux (VPBD)
ISRaD,flux,flx_18o,description,d18O per mille
ISRaD,flux,flx_2h,description,deuterium per mille
ISRaD,flux,flx_rc_lab,description,Official Radiocarbon Laboratory ID (look up here)
ISRaD,flux,flx_rc_lab_number,description,ID number assigned by radiocarbon laboratory to reported measurement
ISRaD,flux,flx_rc_year,description,Year in which radiocarbon measurment was made
ISRaD,flux,flx_14c,description,Delta 14C measurement of flux in per mil units
ISRaD,flux,flx_14c_sigma,description,Flux Δ14C standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,flux,flx_14c_sd,description,Flux Δ14C sample standard deviation; use only if Δ14C of replicates reported as a mean value
ISRaD,flux,flx_fraction_modern,description,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected."
ISRaD,flux,flx_fraction_modern_sigma,description,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate
ISRaD,flux,flx_fraction_modern_sd,description,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value
ISCNTemplate,site,lat,unit,degrees
ISCNTemplate,site,long,unit,degrees
ISCNTemplate,site,location_acc,unit,m
ISCNTemplate,site,elevation,unit,m
ISCNTemplate,site,aspect_deg,unit,degree
ISCNTemplate,site,slope,unit,percent
ISCNTemplate,site,stand_age,unit,years
ISCNTemplate,site,depth_water,unit,cm
ISCNTemplate,site,thaw_depth_site,unit,cm
ISCNTemplate,site,bedrock_depth,unit,cm
ISCNTemplate,site,ffdays,unit,days
ISCNTemplate,site,map,unit,mm
ISCNTemplate,site,mat,unit,degrees C
ISCNTemplate,site,mast,unit,degrees C
ISCNTemplate,site,water_table_duration,unit,days
ISCNTemplate,site,soc,unit,g cm-2
ISCNTemplate,site,soc_sigma,unit,g cm-2
ISCNTemplate,site,soc_method,unit,g cm-2
ISCNTemplate,site,2d_position,controled_vocabulary,2d_position
ISCNTemplate,site,soc_depth,unit,cm
ISCNTemplate,profile,transect_flag,controled_vocabulary,yes_blank
ISCNTemplate,profile,add_taxon_flag,controled_vocabulary,yes_blank
ISCNTemplate,profile,thaw_depth_profile,unit,cm
ISCNTemplate,profile,soc,unit,g cm-2
ISCNTemplate,profile,soc_sigma,unit,g cm-2
ISCNTemplate,profile,soc_depth,unit,cm
ISCNTemplate,layer,layer_top,unit,cm
ISCNTemplate,layer,layer_bot,unit,cm
ISCNTemplate,layer,bd_samp,method,"Bulk Density, Coarse Fragments Removed"
ISCNTemplate,layer,bd_samp,unit,g cm-3
ISCNTemplate,layer,bd_tot,method,Bulk Density With Coarse Fragments
ISCNTemplate,layer,bd_tot,unit,g cm-3
ISCNTemplate,layer,bd_whole,method,Bulk Density Minus Estimated Coarse Fragments
ISCNTemplate,layer,bd_whole,unit,g cm-3
ISCNTemplate,layer,bd_other,method,Bulk Density Other
ISCNTemplate,layer,bd_other,unit,g cm-3
ISCNTemplate,layer,caco3,unit,percent
ISCNTemplate,layer,sand_tot_psa,unit,percent
ISCNTemplate,layer,silt_tot_psa,unit,percent
ISCNTemplate,layer,clay_tot_psa,unit,percent
ISCNTemplate,layer,wpg2,unit,percent
ISCNTemplate,layer,cat_exch,unit,cmol H+ kg-1
ISCNTemplate,layer,gwc,unit,percent
ISCNTemplate,layer,vwc,unit,percent
ISCNTemplate,layer,soc,unit,g cm-2
ISCNTemplate,layer,soc_sigma,unit,g cm-2
ISCNTemplate,layer,c_tot,unit,percent
ISCNTemplate,layer,oc,unit,percent
ISCNTemplate,layer,n_tot,unit,percent
ISCNTemplate,layer,c_to_n,unit,mass mass-1
ISCNTemplate,layer,loi,unit,percent
ISCNTemplate,layer,root_weight,unit,g
ISCNTemplate,layer,15n,unit,permille
ISCNTemplate,layer,13c,unit,permille
ISCNTemplate,layer,14c,unit,permille
ISCNTemplate,layer,14c_sigma,unit,permille
ISCNTemplate,layer,14c_age,method,Age model from 14C
ISCNTemplate,layer,14c_age,unit,years
ISCNTemplate,layer,14c_age_sigma,unit,years
ISCNTemplate,fraction,fraction_c_perc,unit,percent
ISCNTemplate,fraction,fraction_mass_perc,unit,percent
ISCNTemplate,fraction,oc,unit,percent
ISCNTemplate,fraction,c_tot,unit,percent
ISCNTemplate,fraction,n_tot,unit,percent
ISCNTemplate,fraction,c_to_n,unit,mass mass-1
ISCNTemplate,fraction,loi,unit,percent
ISCNTemplate,fraction,15n,unit,permille
ISCNTemplate,fraction,13c,unit,permille
ISCNTemplate,fraction,rc_year,unit,YYYY
ISCNTemplate,fraction,14c,unit,permille
ISCNTemplate,fraction,14c_sigma,unit,permille
ISCNTemplate,fraction,14c_age,unit,years
ISCNTemplate,fraction,14c_age_sigma,unit,years
ISCNTemplate,gas,15n,unit,permille
ISCNTemplate,gas,c_conc_CO2,unit,ppm
ISCNTemplate,gas,14c_CO2,unit,permille
ISCNTemplate,gas,14c_CO2_sigma,unit,permille
ISCNTemplate,gas,14c_age_CO2,unit,years
ISCNTemplate,gas,14c_age_CO2_sigma,unit,years
ISCNTemplate,gas,c_conc_CH4,unit,ppm
ISCNTemplate,gas,13c_CH4,unit,permille
ISCNTemplate,gas,14c_CH4,unit,permille
ISCNTemplate,gas,14c_CH4_sigma,unit,permille
ISCNTemplate,gas,14c_age_CH4,unit,years
ISCNTemplate,gas,14c_age_CH4_sigma,unit,years
ISCNTemplate,other,oc,unit,percent
ISCNTemplate,other,c_tot,unit,percent
ISCNTemplate,other,n_tot,unit,percent
ISCNTemplate,other,c_to_n,unit,ratio
ISCNTemplate,other,15n,unit,permille
ISCNTemplate,other,13c,unit,permille
ISCNTemplate,other,rc_year,unit,years
ISCNTemplate,other,14c,unit,permille
ISCNTemplate,other,14c_sigma,unit,permille
ISCNTemplate,other,14c_age,unit,BP
ISCNTemplate,other,14c_age_sigma,unit,BP
ISCNTemplate,disturbance,dist_clearcut_removal_perc,unit,percent
ISCNTemplate,disturbance,dist_crop_residue_perc,unit,percent
ISCNTemplate,disturbance,dist_fwd_removal_perc,unit,percent
ISCNTemplate,disturbance,dist_grazed_stocking,unit,?
ISCNTemplate,disturbance,dist_grazed_live_weight,unit,?
ISCNTemplate,disturbance,dist_grazed_onplot,unit,days month-1
